epoch,train_loss,val_loss,val_dice_mean,val_iou_mean,lr,dice_MA,iou_MA,prec_MA,recall_MA,dice_HE,iou_HE,prec_HE,recall_HE,dice_EX,iou_EX,prec_EX,recall_EX,dice_SE,iou_SE,prec_SE,recall_SE
71,0.559699,0.553252,0.260371,0.168144,0.00011181,0.004539,0.002275,0.002275,0.998734,0.121443,0.064647,0.065003,0.921786,0.562574,0.391376,0.446558,0.760031,0.352929,0.214277,0.298681,0.431256
72,0.552710,0.550103,0.258553,0.167564,0.00010430,0.004539,0.002275,0.002275,0.998100,0.124128,0.066171,0.066577,0.915681,0.576129,0.404622,0.464410,0.758627,0.329417,0.197187,0.236184,0.544263
73,0.558440,0.550432,0.270697,0.177316,0.00009692,0.004536,0.002273,0.002273,0.998734,0.115810,0.061464,0.061765,0.926462,0.582790,0.411223,0.476240,0.750759,0.379653,0.234304,0.313284,0.481701
74,0.554526,0.549148,0.274443,0.178496,0.00008969,0.004537,0.002274,0.002274,0.998734,0.150320,0.081268,0.082281,0.868489,0.581243,0.409685,0.468845,0.764527,0.361671,0.220756,0.329142,0.401335
75,0.559646,0.546296,0.269782,0.175818,0.00008263,0.004538,0.002274,0.002274,0.997467,0.120747,0.064252,0.064591,0.924482,0.572970,0.401512,0.455256,0.772789,0.380872,0.235233,0.289271,0.557369
76,0.552637,0.545896,0.282294,0.184408,0.00007575,0.004538,0.002274,0.002274,0.998312,0.156431,0.084852,0.086018,0.862219,0.585273,0.413701,0.477794,0.755142,0.382932,0.236806,0.303293,0.519288
77,0.554089,0.545036,0.277221,0.181437,0.00006908,0.004538,0.002274,0.002274,0.998312,0.137176,0.073639,0.074254,0.898905,0.585789,0.414216,0.482069,0.746375,0.381379,0.235620,0.292747,0.546983
78,0.547809,0.545977,0.277570,0.182563,0.00006263,0.004535,0.002272,0.002272,0.998523,0.151607,0.082021,0.082953,0.879490,0.607620,0.436390,0.521548,0.727717,0.346519,0.209569,0.282789,0.447329
79,0.549649,0.546614,0.279118,0.182770,0.00005642,0.004534,0.002272,0.002272,0.998523,0.168049,0.091732,0.093213,0.852373,0.602898,0.431535,0.512596,0.731820,0.340990,0.205538,0.284346,0.425816
80,0.549092,0.545676,0.282037,0.184445,0.00005046,0.004534,0.002272,0.002272,0.998523,0.167910,0.091649,0.093036,0.860129,0.596234,0.424739,0.499128,0.740250,0.359472,0.219120,0.321561,0.407517
81,0.549304,0.545475,0.281085,0.184760,0.00004479,0.004534,0.002272,0.002272,0.998312,0.146688,0.079149,0.079856,0.899400,0.598866,0.427415,0.506309,0.732831,0.374251,0.230202,0.334436,0.424827
82,0.550199,0.545134,0.278036,0.182259,0.00003940,0.004535,0.002273,0.002273,0.998312,0.145026,0.078182,0.078878,0.898630,0.594692,0.423175,0.495487,0.743565,0.367890,0.225408,0.317423,0.437438
83,0.546502,0.543241,0.283253,0.185604,0.00003432,0.004533,0.002272,0.002272,0.997467,0.153900,0.083365,0.084264,0.886475,0.591129,0.419576,0.490829,0.742947,0.383452,0.237204,0.308073,0.507666
84,0.548946,0.543790,0.286705,0.189043,0.00002955,0.004533,0.002272,0.002272,0.998734,0.156242,0.084741,0.085674,0.886145,0.605389,0.434092,0.525456,0.714005,0.380656,0.235068,0.336047,0.438922
85,0.550361,0.542126,0.288589,0.189843,0.00002512,0.004536,0.002273,0.002273,0.998734,0.164863,0.089837,0.091010,0.874539,0.601313,0.429912,0.510637,0.731145,0.383644,0.237351,0.340287,0.439664
86,0.543659,0.541521,0.285961,0.187033,0.00002103,0.004537,0.002274,0.002274,0.998100,0.163663,0.089125,0.090274,0.875034,0.587488,0.415917,0.481484,0.753344,0.388159,0.240817,0.326634,0.478239
87,0.547980,0.541925,0.282221,0.184746,0.00001729,0.004533,0.002272,0.002272,0.997678,0.158803,0.086250,0.087270,0.880645,0.593318,0.421786,0.494254,0.742048,0.372231,0.228675,0.316988,0.450791
88,0.543054,0.543675,0.284569,0.187252,0.00001392,0.004533,0.002272,0.002272,0.998312,0.163645,0.089114,0.090283,0.873164,0.607184,0.435940,0.523647,0.722435,0.362913,0.221682,0.314586,0.428783
89,0.541367,0.543336,0.283304,0.186090,0.00001093,0.004535,0.002273,0.002273,0.998523,0.170108,0.092961,0.094377,0.861009,0.607336,0.436097,0.522609,0.724851,0.351237,0.213030,0.302011,0.419634
90,0.555746,0.541493,0.281739,0.184861,0.00000832,0.004538,0.002274,0.002274,0.998523,0.164758,0.089775,0.090958,0.873439,0.603699,0.432356,0.512324,0.734742,0.353962,0.215039,0.301496,0.428536
91,0.553789,0.542332,0.281510,0.184120,0.00000609,0.004538,0.002274,0.002274,0.998523,0.160899,0.087488,0.088573,0.877124,0.593239,0.421706,0.490452,0.750534,0.367364,0.225013,0.318347,0.434224
